texto;toxico;num_admir;num_may;num_may_esc;series_token;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;enfasis
Pon comas, cazurro.;1;0;0;0.0;['Pon', 'comas', ',', 'cazurro', '.'];;0;0;0;0.0;0.0
Hay que ser gilipollas pa ir al campo cazurro ese.;1;0;0;0.0;['Hay', 'que', 'ser', 'gilipollas', 'pa', 'ir', 'al', 'campo', 'cazurro', 'ese', '.'];;0;1;1;0.0;0.0
Cazurro soy yo, ella es catalana.;1;0;0;0.0;['Cazurro', 'soy', 'yo', ',', 'ella', 'es', 'catalana', '.'];;0;1;1;0.0;0.0
José Antonio Reyes ha muerto por cazurro. Es de ser un inconsciente ir a esa velocidad.;1;0;0;0.0;['José', 'Antonio', 'Reyes', 'ha', 'muerto', 'por', 'cazurro', '.', 'Es', 'de', 'ser', 'un', 'inconsciente', 'ir', 'a', 'esa', 'velocidad', '.'];;0;0;1;0.0;0.0
Al igual que aznar,cazurro!!!!;1;4;0;0.0;['Al', 'igual', 'que', 'aznar', ',', 'cazurro', '!', '!', '!', '!'];;0;0;0;0.0;4.0
Tolosa apaga la brasa del besugo ;0;0;0;0.0;['Tolosa', 'apaga', 'la', 'brasa', 'del', 'besugo'];;0;1;1;0.0;0.0
A callar besugo ;1;0;0;0.0;['A', 'callar', 'besugo'];;0;1;1;0.0;0.0
Aprende a respetar, besugo;1;0;0;0.0;['Aprende', 'a', 'respetar', ',', 'besugo'];;0;1;1;0.0;0.0
Yo me he callado por no liarla. Porque me conozco, besugo.;1;0;0;0.0;['Yo', 'me', 'he', 'callado', 'por', 'no', 'liarla', '.', 'Porque', 'me', 'conozco', ',', 'besugo', '.'];;0;0;1;0.0;0.0
Besugo al limón, todo un festín de sabores  ;0;0;0;0.0;['Besugo', 'al', 'limón', ',', 'todo', 'un', 'festín', 'de', 'sabores'];;0;1;1;0.0;0.0
Besugo tu padre.;1;0;0;0.0;['Besugo', 'tu', 'padre', '.'];;0;1;1;0.0;0.0
Florentino sabe k ese besugo no va a ir a ningun pais k no sea españa;1;0;0;0.0;['Florentino', 'sabe', 'k', 'ese', 'besugo', 'no', 'va', 'a', 'ir', 'a', 'ningun', 'pais', 'k', 'no', 'sea', 'españa'];;0;1;1;0.0;0.0
Fiesta de Besugo y de la Sidra Imágenes del año pasado, buena pinta ¿verdad? Erreserbak / Reservas - TolosaldeaTour 943 69 74 13 TxinpartaElkartea ;0;0;0;0.0;['Fiesta', 'de', 'Besugo', 'y', 'de', 'la', 'Sidra', 'Imágenes', 'del', 'año', 'pasado', ',', 'buena', 'pinta', '¿verdad', '?', 'Erreserbak', '/', 'Reservas', '-', 'TolosaldeaTour', '943', '69', '74', '13', 'TxinpartaElkartea'];;0;1;1;0.0;0.0
Más tonto y no naces besugo. ;1;0;0;0.0;['Más', 'tonto', 'y', 'no', 'naces', 'besugo', '.'];;0;1;1;0.0;0.0
uf q pelma eres tía q si no lo pillas no es mi problema;1;0;0;0.0;['uf', 'q', 'pelma', 'eres', 'tía', 'q', 'si', 'no', 'lo', 'pillas', 'no', 'es', 'mi', 'problema'];;0;1;1;0.0;0.0
Inda es un pelma ;1;0;0;0.0;['Inda', 'es', 'un', 'pelma'];;0;1;1;0.0;0.0
Eres un pelma;1;0;0;0.0;['Eres', 'un', 'pelma'];;0;1;1;0.0;0.0
Además tiene su cuenta con 11K de seguidores y es una pelma de cuidado, menuda tipeja.;1;0;1;0.0625;['Además', 'tiene', 'su', 'cuenta', 'con', '11K', 'de', 'seguidores', 'y', 'es', 'una', 'pelma', 'de', 'cuidado', ',', 'menuda', 'tipeja', '.'];;0;1;1;0.0;0.0625
Pasandoooo, hay gente muy pelma. Animo!!!;1;3;0;0.0;['Pasandoooo', ',', 'hay', 'gente', 'muy', 'pelma', '.', 'Animo', '!', '!', '!'];;0;0;0;0.0;3.0
Y la turra que ha dado con Pedro...que tío más pelma.;1;0;0;0.0;['Y', 'la', 'turra', 'que', 'ha', 'dado', 'con', 'Pedro', '...', 'que', 'tío', 'más', 'pelma', '.'];;0;0;0;0.0;0.0
Que pelma es la people. ;1;0;0;0.0;['Que', 'pelma', 'es', 'la', 'people', '.'];;0;1;1;0.0;0.0
Eres pelma de cojones, abuela.;1;0;0;0.0;['Eres', 'pelma', 'de', 'cojones', ',', 'abuela', '.'];;0;1;1;0.0;0.0
Venga pelma, a crear el ejercito catalan;1;0;0;0.0;['Venga', 'pelma', ',', 'a', 'crear', 'el', 'ejercito', 'catalan'];;0;0;0;0.0;0.0
Venga tio, eres un pelma, no hacéis más que dar por culo.;1;0;0;0.0;['Venga', 'tio', ',', 'eres', 'un', 'pelma', ',', 'no', 'hacéis', 'más', 'que', 'dar', 'por', 'culo', '.'];;0;0;1;0.0;0.0
menudo cabestro este Trump.;1;0;0;0.0;['menudo', 'cabestro', 'este', 'Trump', '.'];;0;1;1;0.0;0.0
Este viejo cabestro siempre igual, bético Perro;1;0;0;0.0;['Este', 'viejo', 'cabestro', 'siempre', 'igual', ',', 'bético', 'Perro'];;0;1;1;0.0;0.0
jajajajajajaja otra ve por aqui? un abrazo cabestro;0;0;0;0.0;['jajajajajajaja', 'otra', 've', 'por', 'aqui', '?', 'un', 'abrazo', 'cabestro'];;0;1;1;0.0;0.0
Cuanto cabestro y que fácil es bloquear en Twitter;1;0;0;0.0;['Cuanto', 'cabestro', 'y', 'que', 'fácil', 'es', 'bloquear', 'en', 'Twitter'];;0;1;1;0.0;0.0
¿Un cabestro?, ¿un cínico?, ¿ambas cosas?;1;0;0;0.0;['¿Un', 'cabestro', '?', ',', '¿un', 'cínico', '?', ',', '¿ambas', 'cosas', '?'];;0;0;1;0.0;0.0
A pastar!! Denegado su turno de palabra, por cabestro.;1;2;0;0.0;['A', 'pastar', '!', '!', 'Denegado', 'su', 'turno', 'de', 'palabra', ',', 'por', 'cabestro', '.'];;0;0;1;0.0;2.0
Valiente cabestro el Sr. Colegiado;1;0;0;0.0;['Valiente', 'cabestro', 'el', 'Sr.', 'Colegiado'];;0;1;1;0.0;0.0
La narró Pérez Reverte. Que ni leer sabes, mangurrián.;1;0;0;0.0;['La', 'narró', 'Pérez', 'Reverte', '.', 'Que', 'ni', 'leer', 'sabes', ',', 'mangurrián', '.'];;0;0;1;0.0;0.0
A tolar por culo mangurrián!!;1;2;0;0.0;['A', 'tolar', 'por', 'culo', 'mangurrián', '!', '!'];;0;0;0;0.0;2.0
Dos fotos juntas se entienden mejor, mangurrian. ;1;0;0;0.0;['Dos', 'fotos', 'juntas', 'se', 'entienden', 'mejor', ',', 'mangurrian', '.'];;0;0;0;0.0;0.0
¿Dignidad de qué, mangurrián, eres más digno despreciando a tu país?;1;0;0;0.0;['¿Dignidad', 'de', 'qué', ',', 'mangurrián', ',', 'eres', 'más', 'digno', 'despreciando', 'a', 'tu', 'país', '?'];;0;0;1;0.0;0.0
Pero qué coño vas a saber tu de fútbol si solo ves el color blanco, mangurrian.;1;0;0;0.0;['Pero', 'qué', 'coño', 'vas', 'a', 'saber', 'tu', 'de', 'fútbol', 'si', 'solo', 'ves', 'el', 'color', 'blanco', ',', 'mangurrian', '.'];;0;0;1;0.0;0.0
Fuera payaso fuera;1;0;0;0.0;['Fuera', 'payaso', 'fuera'];;0;0;0;0.0;0.0
Payaso ni tu te la crees ;1;0;0;0.0;['Payaso', 'ni', 'tu', 'te', 'la', 'crees'];;0;0;1;0.0;0.0
No le creen al payaso del actor premier ;1;0;0;0.0;['No', 'le', 'creen', 'al', 'payaso', 'del', 'actor', 'premier'];;0;0;0;0.0;0.0
Este pobre payaso ya no sabe donde esta el norte ni el sur.;1;0;0;0.0;['Este', 'pobre', 'payaso', 'ya', 'no', 'sabe', 'donde', 'esta', 'el', 'norte', 'ni', 'el', 'sur', '.'];;0;0;1;0.0;0.0
alcalde? este es un payaso!;1;1;0;0.0;['alcalde', '?', 'este', 'es', 'un', 'payaso', '!'];;0;0;1;0.0;1.0
El payaso más bien 😂;1;0;0;0.0;['El', 'payaso', 'más', 'bien', '😂'];😂;1;0;0;0.0;0.0
Lo gana Murillo, payaso;1;0;0;0.0;['Lo', 'gana', 'Murillo', ',', 'payaso'];;0;0;0;0.0;0.0
A ese payaso cualquiera le gana😂😂😂😂;1;0;0;0.0;['A', 'ese', 'payaso', 'cualquiera', 'le', 'gana😂😂😂😂'];😂 😂 😂 😂;4;0;1;0.0;0.0
Sabía yo que algún día la letra de esta canción me iba a venir como anillo al dedo...Es un gran necio, un estúpido engreído, egoísta y caprichoso, un payaso vanidoso, inconsciente y presumido, falso, enano, rencoroso...  ;1;0;0;0.0;['Sabía', 'yo', 'que', 'algún', 'día', 'la', 'letra', 'de', 'esta', 'canción', 'me', 'iba', 'a', 'venir', 'como', 'anillo', 'al', 'dedo', '...', 'Es', 'un', 'gran', 'necio', ',', 'un', 'estúpido', 'engreído', ',', 'egoísta', 'y', 'caprichoso', ',', 'un', 'payaso', 'vanidoso', ',', 'inconsciente', 'y', 'presumido', ',', 'falso', ',', 'enano', ',', 'rencoroso', '...'];;0;0;1;0.0;0.0
ENTRETÉNME, PAYASO!!!... ;1;3;2;1.0;['ENTRETÉNME', ',', 'PAYASO', '!', '!', '!', '...'];;0;0;0;0.0;4.0
—Se lleva una mano a la cara. ¿De verdad podía ser tan alcornoque?— Bien, más para ti.;1;0;0;0.0;['—Se', 'lleva', 'una', 'mano', 'a', 'la', 'cara', '.', '¿De', 'verdad', 'podía', 'ser', 'tan', 'alcornoque', '?', '—', 'Bien', ',', 'más', 'para', 'ti', '.'];;0;0;0;0.0;0.0
Pedazo de alcornoque, vindria a ser;1;0;0;0.0;['Pedazo', 'de', 'alcornoque', ',', 'vindria', 'a', 'ser'];;0;0;0;0.0;0.0
Temas del Conocimiento: Alcornoque y sus Usos ;0;0;0;0.0;['Temas', 'del', 'Conocimiento', ':', 'Alcornoque', 'y', 'sus', 'Usos'];;0;1;0;0.0;0.0
Cabeza de alcornoque;1;0;0;0.0;['Cabeza', 'de', 'alcornoque'];;0;1;0;0.0;0.0
Zopenco, alcornoque, soperutano, soquete;1;0;0;0.0;['Zopenco', ',', 'alcornoque', ',', 'soperutano', ',', 'soquete'];;0;0;0;0.0;0.0
Mockus no fue auspiciador de la guerrilla, y se gano contratos de forma irregular. Y el partido verde que si es de izquierda tiene bastantes candidatos cuestionados incluyendo a la gallito. Lea alcornoque.;1;0;0;0.0;['Mockus', 'no', 'fue', 'auspiciador', 'de', 'la', 'guerrilla', ',', 'y', 'se', 'gano', 'contratos', 'de', 'forma', 'irregular', '.', 'Y', 'el', 'partido', 'verde', 'que', 'si', 'es', 'de', 'izquierda', 'tiene', 'bastantes', 'candidatos', 'cuestionados', 'incluyendo', 'a', 'la', 'gallito', '.', 'Lea', 'alcornoque', '.'];;0;0;1;0.0;0.0
Insistidor este cabeza de alcornoque. ;1;0;0;0.0;['Insistidor', 'este', 'cabeza', 'de', 'alcornoque', '.'];;0;0;1;0.0;0.0
Vaya hombre. Me había plantado porque creía que me había topado con un alcornoque.;0;0;0;0.0;['Vaya', 'hombre', '.', 'Me', 'había', 'plantado', 'porque', 'creía', 'que', 'me', 'había', 'topado', 'con', 'un', 'alcornoque', '.'];;0;0;0;0.0;0.0
Cabeza de alcornoque xd;1;0;0;0.0;['Cabeza', 'de', 'alcornoque', 'xd'];;0;1;0;0.0;0.0
el cabeza de alcornoque dice que tiene otras cifras.;1;0;0;0.0;['el', 'cabeza', 'de', 'alcornoque', 'dice', 'que', 'tiene', 'otras', 'cifras', '.'];;0;1;0;0.0;0.0
Sectaria dice el papanatas;1;0;0;0.0;['Sectaria', 'dice', 'el', 'papanatas'];;0;1;0;0.0;0.0
España una democracia de complejos y papanatas. El día que reaccionemos igual será tarde.;1;0;0;0.0;['España', 'una', 'democracia', 'de', 'complejos', 'y', 'papanatas', '.', 'El', 'día', 'que', 'reaccionemos', 'igual', 'será', 'tarde', '.'];;0;0;0;0.0;0.0
Es casi tan papanatas como tú;1;0;0;0.0;['Es', 'casi', 'tan', 'papanatas', 'como', 'tú'];;0;1;0;0.0;0.0
Ah que mequetrefe;1;0;0;0.0;['Ah', 'que', 'mequetrefe'];;0;1;0;0.0;0.0
Jajajajajajajaja mortal. No se cansa de perder este mequetrefe!!!!;1;4;0;0.0;['Jajajajajajajaja', 'mortal', '.', 'No', 'se', 'cansa', 'de', 'perder', 'este', 'mequetrefe', '!', '!', '!', '!'];;0;0;1;0.0;4.0
Te perdono, pero no soy ladrón y tampoco hay ladrones en mi familia, asi que mas respeto, si es que quieres que te respete, mequetrefe...!!;1;2;0;0.0;['Te', 'perdono', ',', 'pero', 'no', 'soy', 'ladrón', 'y', 'tampoco', 'hay', 'ladrones', 'en', 'mi', 'familia', ',', 'asi', 'que', 'mas', 'respeto', ',', 'si', 'es', 'que', 'quieres', 'que', 'te', 'respete', ',', 'mequetrefe', '...', '!', '!'];;0;0;1;0.0;2.0
No hay nadie que le de su merecido s este mequetrefe? ??? ;1;0;0;0.0;['No', 'hay', 'nadie', 'que', 'le', 'de', 'su', 'merecido', 's', 'este', 'mequetrefe', '?', '?', '?', '?'];;0;0;1;0.0;0.0
Ese soy yo que te pasa pedazo de pelele;1;0;0;0.0;['Ese', 'soy', 'yo', 'que', 'te', 'pasa', 'pedazo', 'de', 'pelele'];;0;1;0;0.0;0.0
Es un vil pelele y fantoche;1;0;0;0.0;['Es', 'un', 'vil', 'pelele', 'y', 'fantoche'];;0;2;0;0.0;0.0
Bueno realmente queda como pelele, ogro le queda grande y le sobra;1;0;0;0.0;['Bueno', 'realmente', 'queda', 'como', 'pelele', ',', 'ogro', 'le', 'queda', 'grande', 'y', 'le', 'sobra'];;0;0;0;0.0;0.0
Tan nazi que le dijo pelele a hitler ;1;0;0;0.0;['Tan', 'nazi', 'que', 'le', 'dijo', 'pelele', 'a', 'hitler'];;0;1;0;0.0;0.0
Quien juzga a ese pelele;1;0;0;0.0;['Quien', 'juzga', 'a', 'ese', 'pelele'];;0;1;1;0.0;0.0
Jamás votaría a Vox, pero si tengo que elegir entre Abascal y el pelele de Vals y Macron, sin duda me quedo con los primeros. Es que no se puede ser más hipócrita y engañabobos que Riveleta.;1;0;0;0.0;['Jamás', 'votaría', 'a', 'Vox', ',', 'pero', 'si', 'tengo', 'que', 'elegir', 'entre', 'Abascal', 'y', 'el', 'pelele', 'de', 'Vals', 'y', 'Macron', ',', 'sin', 'duda', 'me', 'quedo', 'con', 'los', 'primeros', '.', 'Es', 'que', 'no', 'se', 'puede', 'ser', 'más', 'hipócrita', 'y', 'engañabobos', 'que', 'Riveleta', '.'];;0;1;0;0.0;0.0
Porqué no señala quienes son esos constitucionalistas de prestigio? Vamos a dejar que este pelele de Gorriti, se quede en palacio y no vaya a la cárcel por corrupto y golpista? ;1;0;0;0.0;['Porqué', 'no', 'señala', 'quienes', 'son', 'esos', 'constitucionalistas', 'de', 'prestigio', '?', 'Vamos', 'a', 'dejar', 'que', 'este', 'pelele', 'de', 'Gorriti', ',', 'se', 'quede', 'en', 'palacio', 'y', 'no', 'vaya', 'a', 'la', 'cárcel', 'por', 'corrupto', 'y', 'golpista', '?'];;0;1;1;0.0;0.0
Sigan peleando, la gente de a pie esta jodida con la desaceleracion economica q ya no alcanza para cubrir gastos minimos, sigan defendiendo sus intereses, pelele de los rojos;1;0;0;0.0;['Sigan', 'peleando', ',', 'la', 'gente', 'de', 'a', 'pie', 'esta', 'jodida', 'con', 'la', 'desaceleracion', 'economica', 'q', 'ya', 'no', 'alcanza', 'para', 'cubrir', 'gastos', 'minimos', ',', 'sigan', 'defendiendo', 'sus', 'intereses', ',', 'pelele', 'de', 'los', 'rojos'];;0;1;1;0.0;0.0
Qué penita da Garzón.....un pelele en manos d Iglesias....no me extraña q Anguita.....en fin...y lo d Rusia....pues mejorando x momentos,todos tienen mugre debajo d la alfombra,pero estos la han llenado en 4 días.;1;0;0;0.0;['Qué', 'penita', 'da', 'Garzón', '...', '..un', 'pelele', 'en', 'manos', 'd', 'Iglesias', '...', '.no', 'me', 'extraña', 'q', 'Anguita', '...', '..en', 'fin', '...', 'y', 'lo', 'd', 'Rusia', '...', '.pues', 'mejorando', 'x', 'momentos', ',', 'todos', 'tienen', 'mugre', 'debajo', 'd', 'la', 'alfombra', ',', 'pero', 'estos', 'la', 'han', 'llenado', 'en', '4', 'días', '.'];;0;1;1;0.0;0.0
Vale pichabrava;1;0;0;0.0;['Vale', 'pichabrava'];;0;1;0;0.0;0.0
Puto Amunike menudo pichabrava;1;0;0;0.0;['Puto', 'Amunike', 'menudo', 'pichabrava'];;0;2;0;0.0;0.0
Me causan el mismo rechazo las putas y los pichabrava esos de los cojones.;1;0;0;0.0;['Me', 'causan', 'el', 'mismo', 'rechazo', 'las', 'putas', 'y', 'los', 'pichabrava', 'esos', 'de', 'los', 'cojones', '.'];;0;1;1;0.0;0.0
Que es un pichabrava ya lo sabemos todos. Que hay mucha oportunista dispuesta a vivir a su costa, tambien. Que como no cambie su modo de vida a los 28 años va a estar acabado como futbolista, seguro.;1;0;0;0.0;['Que', 'es', 'un', 'pichabrava', 'ya', 'lo', 'sabemos', 'todos', '.', 'Que', 'hay', 'mucha', 'oportunista', 'dispuesta', 'a', 'vivir', 'a', 'su', 'costa', ',', 'tambien', '.', 'Que', 'como', 'no', 'cambie', 'su', 'modo', 'de', 'vida', 'a', 'los', '28', 'años', 'va', 'a', 'estar', 'acabado', 'como', 'futbolista', ',', 'seguro', '.'];;0;1;1;0.0;0.0
Juan Carlos I El Pichabrava;1;0;0;0.0;['Juan', 'Carlos', 'I', 'El', 'Pichabrava'];;0;1;0;0.0;0.0
Pues un pichabrava que no se pilla, que hay que decírtelo todo.;1;0;0;0.0;['Pues', 'un', 'pichabrava', 'que', 'no', 'se', 'pilla', ',', 'que', 'hay', 'que', 'decírtelo', 'todo', '.'];;0;1;1;0.0;0.0
Trump el PichaBrava ejerció su derecho a la libertad en el culo de la princesa de HUAWEI. La princesa, emborrachada y drogada primero, y preñada a la fuerza (al principio), después, dijo ser sabedora del carácter diabólico del engendro, y q la suda el coño... lo va ha tener.;1;0;1;0.02040816326530612;['Trump', 'el', 'PichaBrava', 'ejerció', 'su', 'derecho', 'a', 'la', 'libertad', 'en', 'el', 'culo', 'de', 'la', 'princesa', 'de', 'HUAWEI', '.', 'La', 'princesa', ',', 'emborrachada', 'y', 'drogada', 'primero', ',', 'y', 'preñada', 'a', 'la', 'fuerza', '(', 'al', 'principio', ')', ',', 'después', ',', 'dijo', 'ser', 'sabedora', 'del', 'carácter', 'diabólico', 'del', 'engendro', ',', 'y', 'q', 'la', 'suda', 'el', 'coño', '...', 'lo', 'va', 'ha', 'tener', '.'];;0;1;1;0.0;0.02040816326530612
Por eso lo pongo de castigo, cabezabuque;1;0;0;0.0;['Por', 'eso', 'lo', 'pongo', 'de', 'castigo', ',', 'cabezabuque'];;0;1;1;0.0;0.0
Rastrajoso, revientacabezas, muerdepiedras, cabezabuque xD;1;0;1;0.2;['Rastrajoso', ',', 'revientacabezas', ',', 'muerdepiedras', ',', 'cabezabuque', 'xD'];;0;1;0;0.0;0.2
¡Cómo estará de negra la conciencia de Cabezabuque para emitir tanto comunicado...!;1;1;0;0.0;['¡Cómo', 'estará', 'de', 'negra', 'la', 'conciencia', 'de', 'Cabezabuque', 'para', 'emitir', 'tanto', 'comunicado', '...', '!'];;0;1;1;0.0;1.0
Me parece un insulto decir que Raúl Bravo es el cabecilla de cualquier trama. En todo caso es el cabezabuque más grande que se conoce. LaFábrica;1;0;0;0.0;['Me', 'parece', 'un', 'insulto', 'decir', 'que', 'Raúl', 'Bravo', 'es', 'el', 'cabecilla', 'de', 'cualquier', 'trama', '.', 'En', 'todo', 'caso', 'es', 'el', 'cabezabuque', 'más', 'grande', 'que', 'se', 'conoce', '.', 'LaFábrica'];;0;1;1;0.0;0.0
Estimado botarate, esa adjudicación la efectuó el PP. Saludos cordiales!!;1;2;1;0.1;['Estimado', 'botarate', ',', 'esa', 'adjudicación', 'la', 'efectuó', 'el', 'PP', '.', 'Saludos', 'cordiales', '!', '!'];;0;0;1;0.0;2.1
Cállese burro, lea libros y tuitee menos, botarate. ;1;0;0;0.0;['Cállese', 'burro', ',', 'lea', 'libros', 'y', 'tuitee', 'menos', ',', 'botarate', '.'];;0;0;1;0.0;0.0
Cinco añitos? Los niños tienen más sentido común que este botarate...;1;0;0;0.0;['Cinco', 'añitos', '?', 'Los', 'niños', 'tienen', 'más', 'sentido', 'común', 'que', 'este', 'botarate', '...'];;0;0;1;0.0;0.0
1) No votar a PP y a Vox no supone que no se pueda comentar nada del PP y de Vox. 2) No votar a Podemos, ni al dúo de Galapagar, no significa que no se pueda comentar su pésima estrategia. 3) Lo más importante: comento lo que me sale de los golondrinos en mi TL, botarate.;1;0;3;0.05263157894736842;['1', ')', 'No', 'votar', 'a', 'PP', 'y', 'a', 'Vox', 'no', 'supone', 'que', 'no', 'se', 'pueda', 'comentar', 'nada', 'del', 'PP', 'y', 'de', 'Vox', '.', '2', ')', 'No', 'votar', 'a', 'Podemos', ',', 'ni', 'al', 'dúo', 'de', 'Galapagar', ',', 'no', 'significa', 'que', 'no', 'se', 'pueda', 'comentar', 'su', 'pésima', 'estrategia', '.', '3', ')', 'Lo', 'más', 'importante', ':', 'comento', 'lo', 'que', 'me', 'sale', 'de', 'los', 'golondrinos', 'en', 'mi', 'TL', ',', 'botarate', '.'];;0;0;1;0.0;0.05263157894736842
Botarate del Copon;1;0;0;0.0;['Botarate', 'del', 'Copon'];;0;1;0;0.0;0.0
No me extraña que con gentuza como tú esté país sea cada día más una mierda botarate;1;0;0;0.0;['No', 'me', 'extraña', 'que', 'con', 'gentuza', 'como', 'tú', 'esté', 'país', 'sea', 'cada', 'día', 'más', 'una', 'mierda', 'botarate'];;0;1;1;0.0;0.0
Al loro, que la línea editorial de este botarate ha movido a mucho carrilbicista madrileño en los últimos cuatro años de gobierno de Es gente con traumas a los que le dan el poder de planificar y decidir sobre todos los demás. ;1;0;0;0.0;['Al', 'loro', ',', 'que', 'la', 'línea', 'editorial', 'de', 'este', 'botarate', 'ha', 'movido', 'a', 'mucho', 'carrilbicista', 'madrileño', 'en', 'los', 'últimos', 'cuatro', 'años', 'de', 'gobierno', 'de', 'Es', 'gente', 'con', 'traumas', 'a', 'los', 'que', 'le', 'dan', 'el', 'poder', 'de', 'planificar', 'y', 'decidir', 'sobre', 'todos', 'los', 'demás', '.'];;0;1;1;0.0;0.0
No tengo ninguna duda. Es un botarate.;1;0;0;0.0;['No', 'tengo', 'ninguna', 'duda', '.', 'Es', 'un', 'botarate', '.'];;0;0;0;0.0;0.0
No es más botarate porque no se entrena. Cualidades de partida le sobran. ¿De dónde salen estos figuras?;1;0;0;0.0;['No', 'es', 'más', 'botarate', 'porque', 'no', 'se', 'entrena', '.', 'Cualidades', 'de', 'partida', 'le', 'sobran', '.', '¿De', 'dónde', 'salen', 'estos', 'figuras', '?'];;0;1;1;0.0;0.0
Ya sabía que eras picapleitos. 😉;1;0;0;0.0;['Ya', 'sabía', 'que', 'eras', 'picapleitos', '.', '😉'];😉;1;0;0;0.01;0.0
Eres un jodido picapleitos y ya cansas con tus malas, malísimas entrevistas. Paladín de la democracia y de la libertad de expresión . Destruyes la verdad.;1;0;0;0.0;['Eres', 'un', 'jodido', 'picapleitos', 'y', 'ya', 'cansas', 'con', 'tus', 'malas', ',', 'malísimas', 'entrevistas', '.', 'Paladín', 'de', 'la', 'democracia', 'y', 'de', 'la', 'libertad', 'de', 'expresión', '.', 'Destruyes', 'la', 'verdad', '.'];;0;1;1;0.0;0.0
Mi tuit fijao, marica picapleitos;1;0;0;0.0;['Mi', 'tuit', 'fijao', ',', 'marica', 'picapleitos'];;0;1;0;0.0;0.0
Tu eres abogado? Si lo fueras tendrias que haber leìdo la consttuciòn. Sòlo que eres un picapleitos CORRUPTO!!!!!;1;5;1;0.05555555555555555;['Tu', 'eres', 'abogado', '?', 'Si', 'lo', 'fueras', 'tendrias', 'que', 'haber', 'leìdo', 'la', 'consttuciòn', '.', 'Sòlo', 'que', 'eres', 'un', 'picapleitos', 'CORRUPTO', '!', '!', '!', '!', '!'];;0;1;1;0.0;5.055555555555555
Rey de la provincia de Vigo desde 2007, experto picapleitos con la , hacedor de turbo rotondas y plantador de olivos milenarios 💯😍😘🤣 ;1;0;0;0.0;['Rey', 'de', 'la', 'provincia', 'de', 'Vigo', 'desde', '2007', ',', 'experto', 'picapleitos', 'con', 'la', ',', 'hacedor', 'de', 'turbo', 'rotondas', 'y', 'plantador', 'de', 'olivos', 'milenarios', '💯😍😘🤣'];💯 😍 😘 🤣;4;1;1;0.09825;0.0
Este picapleitos vendido a los separatas nazi catalán;1;0;0;0.0;['Este', 'picapleitos', 'vendido', 'a', 'los', 'separatas', 'nazi', 'catalán'];;0;1;0;0.0;0.0
El juicio del prucés encontró en Pablo Ordaz a un genial cronista, que de forma magistral inicia hoy su texto. Smith y Fernánandez, así podrían llamar a ese par de picapleitos bostezantes. ;1;0;0;0.0;['El', 'juicio', 'del', 'prucés', 'encontró', 'en', 'Pablo', 'Ordaz', 'a', 'un', 'genial', 'cronista', ',', 'que', 'de', 'forma', 'magistral', 'inicia', 'hoy', 'su', 'texto', '.', 'Smith', 'y', 'Fernánandez', ',', 'así', 'podrían', 'llamar', 'a', 'ese', 'par', 'de', 'picapleitos', 'bostezantes', '.'];;0;1;1;0.0;0.0
El tipico lumbreras de Potemos;1;0;0;0.0;['El', 'tipico', 'lumbreras', 'de', 'Potemos'];;0;1;0;0.0;0.0
La nueva viñeta de Orlando Lumbreras: 'Logos' opinión viñeta ;1;0;0;0.0;"['La', 'nueva', 'viñeta', 'de', 'Orlando', 'Lumbreras', ':', ""'Logos"", ""'"", 'opinión', 'viñeta']";;0;0;0;0.0;0.0
Según este lumbreras, se los debieron enviar los americanos.;1;0;0;0.0;['Según', 'este', 'lumbreras', ',', 'se', 'los', 'debieron', 'enviar', 'los', 'americanos', '.'];;0;0;1;0.0;0.0
Gracias por la info LUMBRERAS.;1;0;1;0.2;['Gracias', 'por', 'la', 'info', 'LUMBRERAS', '.'];;0;0;0;0.0;0.2
Pero el lumbreras de no lo sabe.😎 ;1;0;0;0.0;['Pero', 'el', 'lumbreras', 'de', 'no', 'lo', 'sabe.😎'];😎;1;1;0;0.106;0.0
Al lumbreras que se le ocurrió poner garbanzos a los frutos secos al gulag y ni agua.;1;0;0;0.0;['Al', 'lumbreras', 'que', 'se', 'le', 'ocurrió', 'poner', 'garbanzos', 'a', 'los', 'frutos', 'secos', 'al', 'gulag', 'y', 'ni', 'agua', '.'];;0;1;0;0.0;0.0
Mi hija tiene 10 de media. Y calcula que ha sacado un 6.3 Ella quería hacer grado de Mates hace tiempo. Ahora Ingeniería Informática. Al menos en esta l nota de corte es baja. Felicidades a los lumbreras que pusieron el examen. El día q den las notas veremos qué pasa. PAU2019;1;0;0;0.0;['Mi', 'hija', 'tiene', '10', 'de', 'media', '.', 'Y', 'calcula', 'que', 'ha', 'sacado', 'un', '6.3', 'Ella', 'quería', 'hacer', 'grado', 'de', 'Mates', 'hace', 'tiempo', '.', 'Ahora', 'Ingeniería', 'Informática', '.', 'Al', 'menos', 'en', 'esta', 'l', 'nota', 'de', 'corte', 'es', 'baja', '.', 'Felicidades', 'a', 'los', 'lumbreras', 'que', 'pusieron', 'el', 'examen', '.', 'El', 'día', 'q', 'den', 'las', 'notas', 'veremos', 'qué', 'pasa', '.', 'PAU2019'];;0;1;1;0.0;0.0
